,article_name,country,revision_id,article_quality,population
41567,Voldemārs Ozols,Latvia,788911828,Stub,1.9
41568,Beness Aijo,Latvia,789328822,C,1.9
41569,Tatjana Koķe,Latvia,790975094,Stub,1.9
41570,Ingrīda Circene,Latvia,790975225,Stub,1.9
41571,Zigfrīds Anna Meierovics,Latvia,796583345,C,1.9
41572,Aspazija,Latvia,798484983,C,1.9
41573,Laimdota Straujuma,Latvia,798582884,Start,1.9
41574,Liene Liepiņa,Latvia,799001536,Stub,1.9
41575,Alfrēds Rubiks,Latvia,800344915,Start,1.9
41576,Edgars Rinkēvičs,Latvia,801041335,Start,1.9
41577,Vladimir Linderman,Latvia,801132969,Start,1.9
41578,Valdis Zatlers,Latvia,801850977,C,1.9
41579,Vaira Vīķe-Freiberga,Latvia,802121678,C,1.9
41580,Krišjānis Valdemārs,Latvia,802331662,Start,1.9
41581,Baiba Broka (politician),Latvia,802729569,Stub,1.9
41582,Kārlis Ulmanis,Latvia,803572306,C,1.9
41583,Zanda Kalniņa-Lukaševica,Latvia,805052648,Stub,1.9
41584,Raimonds Pauls,Latvia,805142411,C,1.9
41585,Rainis,Latvia,805388779,C,1.9
41586,Inese Šlesere,Latvia,806425407,Stub,1.9
41587,Berta Pīpiņa,Latvia,806589038,GA,1.9
41588,Anatolijs Gorbunovs,Latvia,806882132,Start,1.9
41589,Winston Jessurun,Suriname,701452937,Start,0.6
41590,Ivan Fernald,Suriname,714971743,Stub,0.6
41591,Ram Sardjoe,Suriname,722265103,Stub,0.6
41592,Willy Soemita,Suriname,724021785,Stub,0.6
41593,Pretaap Radhakishun,Suriname,729644360,Stub,0.6
41594,Gregory Rusland,Suriname,736491923,Stub,0.6
41595,Fred Ramdat Misier,Suriname,738273963,Start,0.6
41596,Guno Castelen,Suriname,742150521,Stub,0.6
41597,Angelic Alihusain-del Castilho,Suriname,744235302,Start,0.6
41598,Ivan Graanoogst,Suriname,745145538,Stub,0.6
41599,Johan Kraag,Suriname,745148479,Stub,0.6
41600,Jules Wijdenbosch,Suriname,745148601,Stub,0.6
41601,George Hindori,Suriname,747496100,Start,0.6
41602,Chan Santokhi,Suriname,750367269,Start,0.6
41603,Alice Amafo,Suriname,757468443,Start,0.6
41604,Marie Levens,Suriname,757468556,Start,0.6
41605,Jennifer Simons,Suriname,757468618,Start,0.6
41606,Vice President of Suriname,Suriname,761287378,Start,0.6
41607,Ronald Venetiaan,Suriname,763193841,Stub,0.6
41608,Henck Arron,Suriname,768659756,Start,0.6
41609,Jennifer van Dijk-Silos,Suriname,772516146,Start,0.6
41610,André Kamperveen,Suriname,776590588,GA,0.6
41611,President of Suriname,Suriname,782715626,C,0.6
41612,Robert Ameerali,Suriname,784433966,Stub,0.6
41613,Bram Behr,Suriname,792117876,Stub,0.6
41614,Hendrick Chin A Sen,Suriname,795957491,Start,0.6
41615,Julius Caesar de Miranda,Suriname,797712847,Start,0.6
41616,Ashwin Adhin,Suriname,799125778,C,0.6
41617,December murders,Suriname,799443697,C,0.6
41618,Niermala Badrising,Suriname,799861504,Start,0.6
41619,Yldiz Pollack-Beighle,Suriname,799861756,Start,0.6
41620,Patrick Pengel,Suriname,800042894,Stub,0.6
41621,Ramsewak Shankar,Suriname,802678677,Start,0.6
41622,Johan Ferrier,Suriname,803435832,C,0.6
41623,Freddy Derby,Suriname,804168807,Start,0.6
41624,Jules Ajodhia,Suriname,804395420,Stub,0.6
41625,Dési Bouterse,Suriname,804688483,B,0.6
41626,Paul Somohardjo,Suriname,806605746,Stub,0.6
41627,Ronnie Brunswijk,Suriname,806605867,Start,0.6
41628,Rashied Doekhi,Suriname,806605885,Start,0.6
41629,Edgar V. Saks,Estonia,701896358,Start,1.3
41630,Hannes Maasel,Estonia,705543133,Stub,1.3
41631,Linnart Mäll,Estonia,706334220,Start,1.3
41632,Adolf Pilar von Pilchau,Estonia,706548224,Stub,1.3
41633,Mihkel Mathiesen,Estonia,707274683,Stub,1.3
41634,Raivo Järvi,Estonia,708414485,Start,1.3
41635,Peeter Lepp,Estonia,710411012,Stub,1.3
41636,Priit Vilba,Estonia,710411791,Stub,1.3
41637,Jaan Mark,Estonia,710519866,Stub,1.3
41638,Aleksander Hellat,Estonia,712132210,Stub,1.3
41639,Riivo Sinijärv,Estonia,712132652,Stub,1.3
41640,Kalle Kulbok,Estonia,712497960,Stub,1.3
41641,Siret Kotka,Estonia,713919221,Stub,1.3
41642,Toomas Frey,Estonia,715598852,Stub,1.3
41643,Madis Kallas,Estonia,718591053,Stub,1.3
41644,Ülle Rajasalu,Estonia,720830625,Stub,1.3
41645,Sirje Kingsepp,Estonia,720833541,Start,1.3
41646,Jaak Tamm,Estonia,723906901,Stub,1.3
41647,Simmu Tiik,Estonia,726751401,Stub,1.3
41648,Olga Ivanova (politician),Estonia,726896001,Stub,1.3
41649,Paul Varul,Estonia,732483668,Stub,1.3
41650,Sakarias Jaan Leppik,Estonia,732483670,Start,1.3
41651,Tõnis Kint,Estonia,734419378,Start,1.3
41652,Ludwig August Mellin,Estonia,735030447,Start,1.3
41653,Karl Selter,Estonia,735559600,Start,1.3
41654,Peeter Võsu,Estonia,735585902,Stub,1.3
41655,Vaino Väljas,Estonia,741339927,Stub,1.3
41656,Ago Silde,Estonia,742762874,Stub,1.3
41657,Linda Eenpalu,Estonia,744300441,Stub,1.3
41658,Vallo Reimaa,Estonia,746279277,Stub,1.3
41659,Jaan Tomp,Estonia,746916419,Stub,1.3
41660,Helmut Maandi,Estonia,748070643,Stub,1.3
41661,Siim Kabrits,Estonia,748279469,Stub,1.3
41662,Hans Rebane,Estonia,749000272,Stub,1.3
41663,Julius Seljamaa,Estonia,749236427,Stub,1.3
41664,Mihkel Pung,Estonia,749425881,Stub,1.3
41665,Viktoria Ladõnskaja,Estonia,749514869,Stub,1.3
41666,Leontine Hippius,Estonia,751068602,Stub,1.3
41667,Liisa Oviir,Estonia,751289477,Stub,1.3
41668,Maris Lauri,Estonia,751290515,Stub,1.3
41669,Juhan Aare,Estonia,752668731,Stub,1.3
41670,Siim Avi,Estonia,753712592,Stub,1.3
41671,Priit Aimla,Estonia,755081814,Stub,1.3
41672,Hannes Võrno,Estonia,757010499,Stub,1.3
41673,Jaan Kundla,Estonia,757010644,Stub,1.3
41674,Jaanus Tamkivi,Estonia,757010668,Stub,1.3
41675,Jüri Mõis,Estonia,757010697,Stub,1.3
41676,Robert Lepikson,Estonia,757010815,Stub,1.3
41677,Toomas Vilosius,Estonia,757010925,Stub,1.3
41678,Tõnis Lukas,Estonia,757010938,Start,1.3
41679,Tõnis Palts,Estonia,757010939,Stub,1.3
41680,Värner Lootsmann,Estonia,757010972,Stub,1.3
41681,Maret Maripuu,Estonia,757214639,Stub,1.3
41682,Krista Kilvet,Estonia,757341455,Stub,1.3
41683,Paul-Eerik Rummo,Estonia,757714638,Stub,1.3
41684,Laine Randjärv,Estonia,758782425,Stub,1.3
41685,Aleksander Kesküla,Estonia,762022167,Start,1.3
41686,Leonora Linter,Estonia,763245610,Stub,1.3
41687,Konstantin Konik,Estonia,764821023,Stub,1.3
41688,Georg Trašanov,Estonia,768043200,Stub,1.3
41689,Jüri Pihl,Estonia,769220373,Stub,1.3
41690,First Ladies and Gentlemen of Estonia,Estonia,770460713,Stub,1.3
41691,Kadri Simson,Estonia,771522222,Stub,1.3
41692,Johannes Kert,Estonia,772757887,Start,1.3
41693,Tarmo Kõuts,Estonia,772758280,Start,1.3
41694,Sven Mikser,Estonia,773070099,Stub,1.3
41695,Johannes Vares,Estonia,776891202,Start,1.3
41696,Heinz Valk,Estonia,777391887,Stub,1.3
41697,Johannes Sikkar,Estonia,781261235,Start,1.3
41698,Olev Olesk,Estonia,781499952,Stub,1.3
41699,Maire Aunaste,Estonia,782571911,Start,1.3
41700,Emma Asson,Estonia,782593951,Start,1.3
41701,Hjalmar Mäe,Estonia,783366588,Stub,1.3
41702,Margus Hanson,Estonia,783438473,Stub,1.3
41703,Viktor Kingissepp,Estonia,783501424,Start,1.3
41704,Johan Kõpp,Estonia,784508377,Start,1.3
41705,Ene Ergma,Estonia,784720105,Start,1.3
41706,Toomas Vitsut,Estonia,784971707,Start,1.3
41707,Karl Vaino,Estonia,785205478,Stub,1.3
41708,Raul Mälk,Estonia,785593708,Stub,1.3
41709,Jaan Manitski,Estonia,786133493,Stub,1.3
41710,Jaan Poska,Estonia,787548038,Start,1.3
41711,Margus Kolga,Estonia,788015573,Stub,1.3
41712,Priit Sibul,Estonia,788026379,Stub,1.3
41713,Tiiu Aro,Estonia,788038042,Stub,1.3
41714,Sven Sester,Estonia,788198119,Start,1.3
41715,Johannes Käbin,Estonia,788692896,Stub,1.3
41716,Andres Tarand,Estonia,788791785,Start,1.3
41717,Ivari Padar,Estonia,788791810,Start,1.3
41718,Kristiina Ojuland,Estonia,788791818,C,1.3
41719,Carmen Kass,Estonia,789002256,C,1.3
41720,Andres Lipstok,Estonia,789074546,Stub,1.3
41721,Ivi Eenmaa,Estonia,789097842,Stub,1.3
41722,Anne Sulling,Estonia,789327183,Stub,1.3
41723,Urve Palo,Estonia,789881350,Stub,1.3
41724,Marianne Mikko,Estonia,790607914,Start,1.3
41725,Siiri Oviir,Estonia,790607921,Stub,1.3
41726,Katrin Saks,Estonia,790607928,Start,1.3
41727,Jaak Uudmäe,Estonia,791275368,Start,1.3
41728,Taavi Aas,Estonia,791614203,Stub,1.3
41729,Enno Penno,Estonia,793463971,Stub,1.3
41730,Mart Siimann,Estonia,793967062,Stub,1.3
41731,Rein Taagepera,Estonia,794464696,C,1.3
41732,Karl Robert Pusta,Estonia,795398335,Stub,1.3
41733,Tanel Tammet,Estonia,795401953,Start,1.3
41734,Igor Gräzin,Estonia,795751712,Start,1.3
41735,Hardo Aasmäe,Estonia,795857088,Stub,1.3
41736,Kaia Iva,Estonia,795900424,Stub,1.3
41737,Aleksei Lotman,Estonia,795963122,Start,1.3
41738,Arnold Green (politician),Estonia,796347441,Start,1.3
41739,Endel Lippmaa,Estonia,796402035,Stub,1.3
41740,Annely Akkermann,Estonia,796404127,Start,1.3
41741,Artur Sirk,Estonia,797454727,B,1.3
41742,Helir-Valdor Seeder,Estonia,797823998,Stub,1.3
41743,Maimu Berg,Estonia,798496045,Start,1.3
41744,Raimond Kaljulaid,Estonia,798584054,Stub,1.3
41745,Heinrich Gutkin,Estonia,799648428,Stub,1.3
41746,Jüri Luik,Estonia,799723962,Stub,1.3
41747,Marie Reisik,Estonia,800393787,Stub,1.3
41748,Lagle Parek,Estonia,800669766,Start,1.3
41749,Arnold Susi,Estonia,800725347,Stub,1.3
41750,Eduard von Stackelberg,Estonia,800837652,C,1.3
41751,Siim Kallas,Estonia,801053828,C,1.3
41752,Mailis Reps,Estonia,801053882,C,1.3
41753,Eiki Nestor,Estonia,801218162,Stub,1.3
41754,Richard Övel,Estonia,801308653,Stub,1.3
41755,Jaak Aab,Estonia,801575827,Start,1.3
41756,Artur Mägi,Estonia,802024349,Stub,1.3
41757,Toivo Maimets,Estonia,802024403,Start,1.3
41758,Elmar Lipping,Estonia,802254367,Stub,1.3
41759,Ülle Madise,Estonia,802254801,Stub,1.3
41760,Peeter Põld,Estonia,802493941,Stub,1.3
41761,Nikolai Janson,Estonia,802682874,Stub,1.3
41762,Sven Jürgenson,Estonia,803192708,Start,1.3
41763,Jaan Lattik,Estonia,803427654,Stub,1.3
41764,Priit Toobal,Estonia,803559007,Stub,1.3
41765,Anna-Maria Galojan,Estonia,803559111,Stub,1.3
41766,Yoko Alender,Estonia,803710731,Start,1.3
41767,Otto Strandman,Estonia,804688439,C,1.3
41768,Avdy Andresson,Estonia,804765001,Start,1.3
41769,Kersti Kaljulaid,Estonia,804975827,C,1.3
41770,Erki Nool,Estonia,805230802,Start,1.3
41771,Jüri Ratas,Estonia,805889963,Start,1.3
41772,Vilja Toomast,Estonia,806026487,C,1.3
41773,Jüri Tamm,Estonia,806207317,Start,1.3
41774,Jüri Jaanson,Estonia,806396405,C,1.3
41775,Toomas Tõniste,Estonia,806638701,Start,1.3
41776,Jevgeni Ossinovski,Estonia,806824433,Start,1.3
41777,Marju Lauristin,Estonia,807376828,Start,1.3
41778,List of Nigerien politicians,Niger,701961167,Stub,22.2
41779,Aliou Mahamidou,Niger,729036678,Stub,22.2
41780,Women in Niger,Niger,732698569,Start,22.2
41781,Ousmane Issoufou Oubandawaki,Niger,746641174,C,22.2
41782,Amadou Salifou,Niger,746641769,Start,22.2
41783,Saloum Traoré,Niger,747227236,Stub,22.2
41784,Ouhoumoudou Mahamadou,Niger,748960302,Start,22.2
41785,Abdou Daouda,Niger,749475623,Stub,22.2
41786,Oumarou Sidikou,Niger,749664506,Start,22.2
41787,Seyni Kountché,Niger,756436639,Start,22.2
41788,Mounkaïla Aïssata,Niger,757077664,Stub,22.2
41789,Ide Oumarou,Niger,763559398,Stub,22.2
41790,Hadiza Moussa Gros,Niger,766803816,Start,22.2
41791,Issoufou Sidibé,Niger,767204330,C,22.2
41792,Ibrahim Yacouba,Niger,773226859,Start,22.2
41793,Mohamed Abdoulahi,Niger,778186444,Stub,22.2
41794,Karidjo Mahamadou,Niger,778325159,Start,22.2
41795,Djibo Bakary,Niger,779415449,Stub,22.2
41796,Kalla Ankourao,Niger,779898518,Start,22.2
41797,Mariama Hima,Niger,780526256,C,22.2
41798,Zodi Ikhia,Niger,780755271,Start,22.2
41799,Marou Amadou,Niger,781087640,Stub,22.2
41800,Mano Dayak,Niger,781326060,Stub,22.2
41801,Mahamadou Danda,Niger,782969036,C,22.2
41802,Mahamane Saley,Niger,782969411,Stub,22.2
41803,Barcourgné Courmo,Niger,783597234,Start,22.2
41804,Mahamane Ousmane,Niger,787345927,C,22.2
41805,Moumouni Adamou Djermakoye,Niger,787351488,C,22.2
41806,Mamane Oumarou,Niger,787467191,Stub,22.2
41807,Ali Saibou,Niger,787915396,Start,22.2
41808,Issaka Souna,Niger,788005295,Stub,22.2
41809,Abdou Labo,Niger,788266817,C,22.2
41810,Hama Amadou,Niger,788423448,GA,22.2
41811,Ali Lamine Zeine,Niger,788476152,Start,22.2
41812,Moussa Moumouni Djermakoye,Niger,788476782,C,22.2
41813,Sanoussi Jackou,Niger,788531680,C,22.2
41814,Seyni Oumarou,Niger,788536914,C,22.2
41815,Amadou Ali Djibo,Niger,788737448,Start,22.2
41816,Amadou Cheiffou,Niger,788737626,C,22.2
41817,Amadou Cissé,Niger,788737634,C,22.2
41818,Yacouba Sido,Niger,788825708,Stub,22.2
41819,Oumar Ba,Niger,788827164,Stub,22.2
41820,Mohamadou Djibrilla Maïga,Niger,788827251,Stub,22.2
41821,Issoufou Saidou-Djermakoye,Niger,788828189,Stub,22.2
41822,Hamani Diori,Niger,789125839,C,22.2
41823,Ilguilas Weila,Niger,789936677,Start,22.2
41824,Aïchatou Mindaoudou,Niger,790174856,Start,22.2
41825,Boukary Adji,Niger,792030177,Stub,22.2
41826,Brigi Rafini,Niger,792319498,C,22.2
41827,Aminatou Maïga Touré,Niger,792860528,Stub,22.2
41828,Aïchatou Boulama Kané,Niger,792860712,Start,22.2
41829,Maman Sambo Sidikou,Niger,792929200,Stub,22.2
41830,Abdoulaye Hamani Diori,Niger,793666413,C,22.2
41831,Salou Djibo,Niger,793822837,Start,22.2
41832,List of Prime Ministers of Niger,Niger,794389558,Start,22.2
41833,Albadé Abouba,Niger,794650433,C,22.2
41834,André Salifou,Niger,796049535,C,22.2
41835,Ali Badjo Gamatié,Niger,796630100,C,22.2
41836,Hamid Algabid,Niger,796644914,C,22.2
41837,Issa Lamine,Niger,796657167,C,22.2
41838,Hassoumi Massaoudou,Niger,797819561,Start,22.2
41839,List of heads of state of Niger,Niger,798200725,Start,22.2
41840,Daouda Marté,Niger,798942138,Start,22.2
41841,Mamadou Tandja,Niger,799015527,GA,22.2
41842,Mohamed Bazoum,Niger,799022189,C,22.2
41843,Nassirou Sabo,Niger,799083117,Stub,22.2
41844,Daouda Malam Wanké,Niger,800429627,Start,22.2
41845,Souley Abdoulaye,Niger,800651407,C,22.2
41846,Falké Bacharou,Niger,802704651,Start,22.2
41847,Foumakoye Gado,Niger,803816260,C,22.2
41848,Mariama Gamatié Bayard,Niger,803851630,Start,22.2
41849,Ibrahim Hassane Mayaki,Niger,804977832,C,22.2
41850,Abdou Sidikou,Niger,805353212,Stub,22.2
41851,Mahamadou Issoufou,Niger,806155068,GA,22.2
41852,Ibrahim Baré Maïnassara,Niger,807173940,C,22.2
41853,Habi Mahamadou Salissou,Niger,807388274,C,22.2
41854,Carlos Durán Cartín,Costa Rica,703055426,Stub,5
41855,Aniceto Esquivel Sáenz,Costa Rica,703055552,Stub,5
41856,Alberto Oreamuno Flores,Costa Rica,703416870,Stub,5
41857,António Pinto Soares,Costa Rica,705177330,Start,5
41858,Manuel Mora,Costa Rica,705402311,Stub,5
41859,Ricardo Toledo,Costa Rica,706458967,Stub,5
41860,Bernardo Soto Alfaro,Costa Rica,708172804,Stub,5
41861,Rubén Pacheco (Costa Rica),Costa Rica,711197366,Stub,5
41862,Vicente Aguilar Cubero,Costa Rica,714840469,Stub,5
41863,Florentino Alfaro Zamora,Costa Rica,714840544,Stub,5
41864,Apolinar de Jesús Soto Quesada,Costa Rica,714840569,Stub,5
41865,Bernardo Rodríguez y Alfaro,Costa Rica,714840680,Stub,5
41866,Manuel Antonio Bonilla Nava,Costa Rica,714840697,Stub,5
41867,Roberto Brenes Mesén,Costa Rica,714840777,Start,5
41868,Joaquín Bernardo Calvo Rosales,Costa Rica,714840837,Stub,5
41869,Ramón Castro y Ramírez,Costa Rica,714840980,Stub,5
41870,José Joaquín Chaverri Sievert,Costa Rica,714841020,Stub,5
41871,Cipriano Pérez y Arias,Costa Rica,714841062,Stub,5
41872,José Andrés Coronado Alvarado,Costa Rica,714841086,Stub,5
41873,Domingo González Pérez,Costa Rica,714841151,Stub,5
41874,Narciso Esquivel y Salazar,Costa Rica,714841338,Stub,5
41875,Eusebio Figueroa Oreamuno,Costa Rica,714841426,Stub,5
41876,Gerardo Gómez Ramírez,Costa Rica,714841526,Stub,5
41877,Victoria Guardia Alvarado,Costa Rica,714841549,Stub,5
41878,Joaquín de Iglesias Vidamartel,Costa Rica,714841686,Stub,5
41879,Agapito Jiménez Zamora,Costa Rica,714841738,Stub,5
41880,Jorge Hine Saborío,Costa Rica,714841752,Stub,5
41881,Juan Fernando Echeverría,Costa Rica,714841815,Stub,5
41882,Juan José de Bonilla y Herdocia,Costa Rica,714841858,Stub,5
41883,Juan de Obregón y Espinosa,Costa Rica,714841873,Stub,5
41884,Pedro María León-Páez y Brown,Costa Rica,714841892,Stub,5
41885,Luis Diego Sáenz Carazo,Costa Rica,714841930,Stub,5
41886,José María Zeledón Brenes,Costa Rica,714841955,Start,5
41887,Rodrigo Madrigal Nieto,Costa Rica,714841985,Stub,5
41888,Manuel José Carazo Bonilla,Costa Rica,714842025,Stub,5
41889,Manuel María de Peralta y López del Corral,Costa Rica,714842046,Stub,5
41890,Manuel de Jesús Jiménez Oreamuno,Costa Rica,714842063,Stub,5
41891,Juan Rafael Mata Lafuente,Costa Rica,714842207,Stub,5
41892,Carlos Meléndez Chaverri,Costa Rica,714842220,Start,5
41893,José Merino del Río,Costa Rica,714842279,Stub,5
41894,Miguel Carranza Fernández,Costa Rica,714842317,Stub,5
41895,Felipe Francisco Molina y Bedoya,Costa Rica,714842345,Stub,5
41896,Félix Arcadio Montero Monge,Costa Rica,714842398,Stub,5
41897,José Joaquín Mora Porras,Costa Rica,714842448,Stub,5
41898,Ricardo Moreno Cañas,Costa Rica,714842472,Stub,5
41899,Rafael Moya Murillo,Costa Rica,714842487,Stub,5
41900,José Concepción Pinto Castro,Costa Rica,714842612,Stub,5
41901,Eusebio Prieto y Ruiz,Costa Rica,714842651,Stub,5
41902,René Picado Michalski,Costa Rica,714842740,Stub,5
41903,Ricardo Toledo Carranza,Costa Rica,714842754,Stub,5
41904,Percy Rodríguez,Costa Rica,714842769,Stub,5
41905,José Carlos Sáenz Esquivel,Costa Rica,714842852,Stub,5
41906,Tomás Enrique Soley Soler,Costa Rica,714842948,Stub,5
41907,Roberto Tovar Faja,Costa Rica,714842972,Stub,5
41908,Tranquilino de Bonilla y Herdocia,Costa Rica,714842989,Stub,5
41909,Gerardo Trejos Salas,Costa Rica,714843010,Stub,5
41910,Juan José Ulloa Solares,Costa Rica,714843033,Stub,5
41911,Santos Velázquez y Tinoco,Costa Rica,714843056,Stub,5
41912,Jorge Volio Jiménez,Costa Rica,714843100,Start,5
41913,Julián Volio Llorente,Costa Rica,714843116,Stub,5
41914,Francisco María Iglesias Llorente,Costa Rica,717821123,Stub,5
41915,Óscar López (politician),Costa Rica,719078120,Stub,5
41916,Olivier Pérez González,Costa Rica,724328535,Stub,5
41917,Sonia Marta Mora Escalante,Costa Rica,724408103,Stub,5
41918,Germán Serrano Pinto,Costa Rica,724632104,Stub,5
41919,Miguel de Bonilla y Laya-Bolívar,Costa Rica,725855691,Start,5
41920,Kevin Casas Zamora,Costa Rica,726228430,Start,5
41921,Olga Marta Sánchez Oviedo,Costa Rica,726274324,Stub,5
41922,Marcela Guerrero Campos,Costa Rica,726274433,Stub,5
41923,Nidia María Jiménez Vásquez,Costa Rica,726274540,Stub,5
41924,Laura María Garro Sánchez,Costa Rica,726275029,Start,5
41925,Máximo Fernández Alvarado,Costa Rica,728723046,Stub,5
41926,José María Montealegre,Costa Rica,729822489,Stub,5
41927,Ascensión Esquivel Ibarra,Costa Rica,730789490,Stub,5
41928,Ricardo Castro Beeche,Costa Rica,730799334,Stub,5
41929,Florencio del Castillo,Costa Rica,734344899,Start,5
41930,Andrés Venegas García,Costa Rica,737612557,Stub,5
41931,Rodrigo Alberto Carazo Zeledón,Costa Rica,738879179,Stub,5
41932,Alfio Piva,Costa Rica,739159758,Stub,5
41933,Luis Liberman,Costa Rica,739159948,Stub,5
41934,Juan de los Santos Madriz y Cervantes,Costa Rica,740120212,Stub,5
41935,Rafael Francisco Osejo,Costa Rica,743024451,Start,5
41936,Rafael Calderón Muñoz,Costa Rica,744108635,Start,5
41937,Fernando Volio Jiménez,Costa Rica,746882155,Stub,5
41938,Tobías Zúñiga Castro,Costa Rica,748916934,Stub,5
41939,María Teresa Obregón Zamora,Costa Rica,749906649,C,5
41940,Luis Fishman Zonzinski,Costa Rica,749929624,Stub,5
41941,Alejandro Alvarado García,Costa Rica,751088851,Stub,5
41942,José Antonio Pinto Castro,Costa Rica,751089029,Stub,5
41943,Rafael Ramírez Hidalgo,Costa Rica,751089166,Stub,5
41944,Isaac Felipe Azofeifa,Costa Rica,755824969,Start,5
41945,Manuel María de Peralta y Alfaro,Costa Rica,756178963,Start,5
41946,Gloria Valerín Rodríguez,Costa Rica,757562899,Start,5
41947,María Elena Carballo,Costa Rica,757615563,Stub,5
41948,Maureen Clarke,Costa Rica,757615594,Stub,5
41949,Francisco Aguilar Barquero,Costa Rica,765119053,Stub,5
41950,José Pablo Quirós Quirós,Costa Rica,765720521,Stub,5
41951,Vicente Herrera Zeledón,Costa Rica,768846582,Stub,5
41952,Lorena Clare Facio,Costa Rica,769195795,Stub,5
41953,Karen Olsen Beck,Costa Rica,769196442,Start,5
41954,Pacífica Fernández,Costa Rica,769196709,Stub,5
41955,Benito Serrano Jiménez,Costa Rica,770305294,Stub,5
41956,Justo Orozco,Costa Rica,771076619,Start,5
41957,Gerardo Guzmán Quirós,Costa Rica,772603623,Stub,5
41958,Marjorie Elliott Sypher,Costa Rica,773382727,Stub,5
41959,Mauro Fernández Acuña,Costa Rica,773443662,Start,5
41960,Rolando Araya Monge,Costa Rica,776606351,Start,5
41961,Carmen Muñoz,Costa Rica,777980943,Start,5
41962,Estrella Zeledón Lizano,Costa Rica,779028823,Stub,5
41963,Estela Quesada,Costa Rica,779368904,C,5
41964,Nazario Toledo,Costa Rica,780183680,Stub,5
41965,Gloria Bejarano Almada,Costa Rica,781366778,Stub,5
41966,Tomás Guardia Gutiérrez,Costa Rica,782840414,Stub,5
41967,Margarita Penón,Costa Rica,783430480,Stub,5
41968,Ramón Jiménez y Robredo,Costa Rica,786267699,Stub,5
41969,Joaquín Gutiérrez,Costa Rica,786272274,C,5
41970,Laura Chinchilla,Costa Rica,787802906,C,5
41971,Jorge Urbina,Costa Rica,788006995,Start,5
41972,Marco Vinicio Vargas Pereira,Costa Rica,788015450,Stub,5
41973,Nazareth Avendaño Incera,Costa Rica,788020306,Start,5
41974,Rebeca Grynspan,Costa Rica,788028940,Start,5
41975,Alberto Salom Echeverría,Costa Rica,788216895,Start,5
41976,Ana Rosa Chacón,Costa Rica,788946441,C,5
41977,Juan Mora Fernández,Costa Rica,789228288,Stub,5
41978,Epsy Campbell Barr,Costa Rica,789547218,Start,5
41979,Leda Zamora Chaves,Costa Rica,789547247,Start,5
41980,List of Presidents of the Legislative Assembly of Costa Rica,Costa Rica,789548138,Start,5
41981,List of mayors in Costa Rica,Costa Rica,789548142,Start,5
41982,Aquileo J. Echeverría,Costa Rica,789584755,Start,5
41983,Rafael Ángel Calderón Fournier,Costa Rica,791906045,C,5
41984,León Cortés Castro,Costa Rica,791906342,Stub,5
41985,Carmen Lyra,Costa Rica,793195192,C,5
41986,Jesús Jiménez Zamora,Costa Rica,795477814,Stub,5
41987,Manuel Antonio Barrantes Rodríguez,Costa Rica,795957103,Stub,5
41988,Christiana Figueres,Costa Rica,798371628,B,5
41989,Carmen Naranjo,Costa Rica,798489524,C,5
41990,Marlene Madrigal Flores,Costa Rica,798609515,Start,5
41991,List of Deputies of Costa Rica,Costa Rica,799059828,Stub,5
41992,Daniel Oduber Quirós,Costa Rica,800362257,Start,5
41993,Doris Yankelewitz Berger,Costa Rica,800367054,C,5
41994,Elizabeth Fonseca Corrales,Costa Rica,801414560,Start,5
41995,Elizabeth Odio Benito,Costa Rica,801424190,C,5
41996,Emilia Molina Cruz,Costa Rica,803706453,Stub,5
41997,Otilio Ulate Blanco,Costa Rica,804495166,Start,5
41998,José Miguel Corrales Bolaños,Costa Rica,804495504,Stub,5
41999,List of Costa Rican politicians,Costa Rica,806497540,Start,5
42000,Sonia Picado Sotela,Costa Rica,807219425,Start,5
42001,Mohamed Lemine Ch'bih Ould Cheikh Melainine,Mauritania,703331074,C,4.5
42002,Mahfoud Ould Lemrabott,Mauritania,709881634,Stub,4.5
42003,Mohamed Ali Ould Sidi Mohamed,Mauritania,710585042,Stub,4.5
42004,Boulah Ould Mogueye,Mauritania,714679821,Stub,4.5
42005,Thiam Diombar,Mauritania,753520558,Stub,4.5
42006,Mohamed Ould Maaouya,Mauritania,753520648,Stub,4.5
42007,Hmeida Ould Ahmed Taleb,Mauritania,753520814,Stub,4.5
42008,Mohamed Saleck Ould Mohamed Lemine,Mauritania,753521202,Start,4.5
42009,Mohamed Ould Tolba,Mauritania,753521455,Stub,4.5
42010,Tijani Ould Kerim,Mauritania,753521590,Stub,4.5
42011,Aïssata Kane,Mauritania,757540189,C,4.5
42012,Vatma Vall Mint Soueina,Mauritania,765151552,Start,4.5
42013,Maty Mint Hamady,Mauritania,769539114,Start,4.5
42014,Mustafa Ould Salek,Mauritania,771200337,Start,4.5
42015,Mohamed Mahmoud Ould Louly,Mauritania,771200378,Stub,4.5
42016,Sidi Mohamed Ould Boubacar,Mauritania,771201755,Start,4.5
42017,Mohamed Lemine Ould Guig,Mauritania,771202222,Start,4.5
42018,Zeine Ould Zeidane,Mauritania,771204325,Start,4.5
42019,Cheikh El Avia Ould Mohamed Khouna,Mauritania,771205069,GA,4.5
42020,Sghair Ould M'Bareck,Mauritania,771205200,Start,4.5
42021,Malouma,Mauritania,780340163,FA,4.5
42022,Abdallahi Hassen Ben Hmeida,Mauritania,787384913,Stub,4.5
